Nombre del archivo,Placa,Placa detectada,errores,similaridad
"E1,CAM1,250212094725102,9539KXM,9973.jpg",9539KXM,9539KXM,[],1.0
"E1,CAM1,250212103516093,6320DSN,9993.jpg",6320DSN,6320DSN,[],1.0
"E1,CAM1,250212102705399,4802BZK,9996.jpg",4802BZK,4802BZK,[],1.0
"E1,CAM1,250212103903674,3508JTD,9993.jpg",3508JTD,3508JTD,[],1.0
"E1,CAM1,250212120915939,9830HMW,9996.jpg",9830HMW,9830HMW,[],1.0
"E1,CAM1,250212113814380,0962KDT,9994.jpg",0962KDT,0962KDT,[],1.0
"E1,CAM1,250212101904597,9245KTW,9906.jpg",9245KTW,9245KTW,[],1.0
"E1,CAM1,250212115934000,9411CBF,9998.jpg",9411CBF,9411CBF,[],1.0
"E1,CAM1,250212110935626,1565JJM,9914.jpg",1565JJM,1565JJM,[],1.0
"E1,CAM1,250212105705899,0492GDB,9995.jpg",0492GDB,0492GDB,[],1.0
"E1,CAM1,250212112406705,8173JXG,10000.jpg",8173JXG,8173JXG,[],1.0
"E1,CAM1,250212100910581,1866HYC,9998.jpg",1866HYC,1866HYC,[],1.0
"E1,CAM1,250212103752788,9510LFM,9995.jpg",9510LFM,9510LFM,[],1.0
"E1,CAM1,250212112722336,9958GVB,9938.jpg",9958GVB,9958GVB,[],1.0
"E1,CAM1,250212111755146,0586KXC,9970.jpg",0586KXC,0586KXC,[],1.0
"E1,CAM1,250212115116370,8054DBL,9626.jpg",8054DBL,8054DBL,[],1.0
"E1,CAM1,250212121445937,7980JYX,9961.jpg",7980JYX,7980JYX,[],1.0
"E1,CAM1,250212114318239,2528JMG,9932.jpg",2528JMG,2528JMG,[],1.0
"E1,CAM1,250212101353160,4482JNZ,9999.jpg",4482JNZ,4482JNZ,[],1.0
"E1,CAM1,250212120043481,2097GLS,9973.jpg",2097GLS,2097GLS,[],1.0
"E1,CAM1,250212101003140,5315KVM,9910.jpg",5315KVM,5315KVM,[],1.0
"E1,CAM1,250212104745835,7697FLY,9968.jpg",7697FLY,7697FLY,[],1.0
"E1,CAM1,250212115804052,7776JTZ,9987.jpg",7776JTZ,7776JTZ,[],1.0
"E1,CAM1,250212095358550,6590HSH,9748.jpg",6590HSH,6590HSH,[],1.0
"E1,CAM1,250212105845207,5880GCL,9960.jpg",5880GCL,5880GCL,[],1.0
"E1,CAM1,250212100736523,9304GRN,9980.jpg",9304GRN,9304GRN,[],1.0
"E1,CAM1,250212114033919,1133FCG,10000.jpg",1133FCG,1133FCG,[],1.0
"E1,CAM1,250212105631370,2125KNG,9993.jpg",2125KNG,2125KNG,[],1.0
"E1,CAM1,250212114330660,6968BSP,9998.jpg",6968BSP,6968BSP,[],1.0
"E1,CAM1,250212102147338,2115MPC,9904.jpg",2115MPC,2115MPC,[],1.0
"E1,CAM1,250212113719273,7812HFB,9918.jpg",7812HFB,7812HFB,[],1.0
"E1,CAM1,250212105640854,7773KCL,9890.jpg",7773KCL,7773KCL,[],1.0
"E1,CAM1,250212125316879,9979MXY,10000.jpg",9979MXY,9979MXY,[],1.0
"E1,CAM1,250212105328817,2771KPG,9927.jpg",2771KPG,2771KPG,[],1.0
"E1,CAM1,250212121736241,5950CLZ,9994.jpg",5950CLZ,5950CLZ,[],1.0
"E1,CAM1,250212095623917,4317CYM,10000.jpg",4317CYM,4317CYM,[],1.0
"E1,CAM1,250212085609247,3888MFK,9999.jpg",3888MFK,3888MFK,[],1.0
"E1,CAM1,250212092624886,2160LWB,9907.jpg",2160LWB,2160LWB,[],1.0
"E1,CAM1,250212095528373,3699JFL,9984.jpg",3699JFL,3699JFL,[],1.0
"E1,CAM1,250212102027233,5826MVS,9992.jpg",5826MVS,5826MVS,[],1.0
"E1,CAM1,250212094033873,0500HLK,9938.jpg",0500HLK,0500HLK,[],1.0
"E1,CAM1,250212092221258,1364JVT,9993.jpg",1364JVT,1364JVT,[],1.0
"E1,CAM1,250212054108842,7576HTZ,9968.jpg",7576HTZ,7576HTZ,[],1.0
"E1,CAM1,250212084928174,5860GLD,9871.jpg",5860GLD,5860GLD,[],1.0
"E1,CAM1,250212094926736,3502KZX,9966.jpg",3502KZX,3502KZX,[],1.0
"E1,CAM1,250212094222071,1571MNW,9981.jpg",1571MNW,1571MNW,[],1.0
"E1,CAM1,250212091749913,7587LSG,9807.jpg",7587LSG,7587LSG,[],1.0
"E1,CAM1,250212091217946,3491KNF,10000.jpg",3491KNF,3491KNF,[],1.0
"E1,CAM1,250212094319865,7348KBS,9959.jpg",7348KBS,7348KBS,[],1.0
"E1,CAM1,250212094738070,5996KXG,9910.jpg",5996KXG,5996KXG,[],1.0
"E1,CAM1,250212085018812,8540JKN,9997.jpg",8540JKN,8540JKN,[],1.0
"E1,CAM1,250212084918737,8123KTG,10000.jpg",8123KTG,8123KTG,[],1.0
"E1,CAM1,250212100926236,9015MDZ,9976.jpg",9015MDZ,9015MDZ,[],1.0
"E1,CAM1,250212103138510,8386HTD,9941.jpg",8386HTD,8386HTD,[],1.0
"E1,CAM1,250212092936236,2422HKS,9999.jpg",2422HKS,2422HKS,[],1.0
"E1,CAM1,250212085337848,8898JZN,9996.jpg",8898JZN,8898JZN,[],1.0
"E1,CAM1,250212091625183,0922LHS,9988.jpg",0922LHS,0922LHS,[],1.0
"E1,CAM1,250212094514624,7498MMJ,9997.jpg",7498MMJ,7498MMJ,[],1.0
"E1,CAM1,250212092643573,7019JHX,9998.jpg",7019JHX,7019JHX,[],1.0
"E1,CAM1,250212075147264,3201HRJ,9998.jpg",3201HRJ,3201HRJ,[],1.0
"E1,CAM1,250212091005047,2757CYM,9996.jpg",2757CYM,2757CYM,[],1.0
"E1,CAM1,250212085356426,5121JFB,9987.jpg",5121JFB,5121JFB,[],1.0
"E1,CAM1,250212091238383,2975MDF,10000.jpg",2975MDF,2975MDF,[],1.0
"E1,CAM1,250212084740258,8101HMB,9995.jpg",8101HMB,8101HMB,[],1.0
"E1,CAM1,250212085517218,7693KSH,9901.jpg",7693KSH,7693KSH,[],1.0
"E1,CAM1,250212091958282,3142FNK,9995.jpg",3142FNK,3142FNK,[],1.0
"E1,CAM1,250212085642854,8650LCM,9949.jpg",8650LCM,8650LCM,[],1.0
"E1,CAM1,250212090921971,8857GSZ,9996.jpg",8857GSZ,8857GSZ,[],1.0
"E1,CAM1,250212093355925,8196GSJ,9996.jpg",8196GSJ,8196GSJ,[],1.0
"E1,CAM1,250212084935470,8108LFX,9993.jpg",8108LFX,8108LFX,[],1.0
"E1,CAM1,250212090020234,7675MVB,9992.jpg",7675MVB,7675MVB,[],1.0
"E1,CAM1,250212094126714,5726BBX,9984.jpg",5726BBX,5726BBX,[],1.0
"E1,CAM1,250212081247289,8146MGB,9999.jpg",8146MGB,8146MGB,[],1.0
"E1,CAM1,250212074444173,5520LKG,9993.jpg",5520LKG,5520LKG,[],1.0
"E1,CAM1,250212081341598,2975MDF,10000.jpg",2975MDF,2975MDF,[],1.0
"E1,CAM1,250212075215916,3930JJH,9997.jpg",3930JJH,3930JJH,[],1.0
"E1,CAM1,250212083225259,6165MNK,9904.jpg",6165MNK,6165MNK,[],1.0
"E1,CAM1,250212075955313,2716MHK,9999.jpg",2716MHK,2716MHK,[],1.0
"E1,CAM1,250212082137355,4539JXL,9955.jpg",4539JXL,4539JXL,[],1.0
"E1,CAM1,250212085215993,5435KMX,9995.jpg",5435KMX,5435KMX,[],1.0
"E1,CAM1,250212081230352,7096GDX,9996.jpg",7096GDX,7096GDX,[],1.0
"E1,CAM1,250212084051810,1914LPT,10000.jpg",1914LPT,1914LPT,[],1.0
"E1,CAM1,250212005059016,8485MSR,9958.jpg",8485MSR,8485MSR,[],1.0
"E1,CAM1,250212082337708,6968MLH,9991.jpg",6968MLH,6968MLH,[],1.0
"E1,CAM1,250212074221603,5075FRB,9936.jpg",5075FRB,5075FRB,[],1.0
"E1,CAM1,250212081212759,4980CBL,9985.jpg",4980CBL,4980CBL,[],1.0
"E1,CAM1,250212080234118,GC4532CB,9984.jpg",GC4532CB,GC4532CB,[],1.0
"S1,CAM2,250212070058420,6165MNK,9990.jpg",6165MNK,6165MNK,[],1.0
"S1,CAM2,250212064840974,5221DLM,9938.jpg",5221DLM,5221DLM,[],1.0
"S1,CAM2,250212070508844,9036HGK,9998.jpg",9036HGK,9036HGK,[],1.0
"S1,CAM2,250212061157042,6968MLH,9991.jpg",6968MLH,6968MLH,[],1.0
"S1,CAM2,250212071036671,0692KRV,9994.jpg",0692KRV,0692KRV,[],1.0
"S1,CAM2,250212003620734,8485MSR,9994.jpg",8485MSR,8485MSR,[],1.0
"S1,CAM2,250212062639855,2836HDM,9777.jpg",2836HDM,2836HDM,[],1.0
"S1,CAM2,250212064221338,1786LBX,9952.jpg",1786LBX,1786LBX,[],1.0
"S1,CAM2,250212063923097,5129FVL,9995.jpg",5129FVL,5129FVL,[],1.0
"S1,CAM2,250210120747736,9406FTY,9976.jpg",9406FTY,9406FTY,[],1.0
"S1,CAM2,250210111326547,7675LNY,9909.jpg",7675LNY,7675LNY,[],1.0
"S1,CAM2,250210112404545,5129FVL,9993.jpg",5129FVL,5129FVL,[],1.0
"S1,CAM2,250210110420731,8176JLB,9971.jpg",8176JLB,8176JLB,[],1.0
"S1,CAM2,250210111720878,9177HCK,10000.jpg",9177HCK,9177HCK,[],1.0
"S1,CAM2,250210110234643,0973LJK,9997.jpg",0973LJK,0973LJK,[],1.0
"S1,CAM2,250210110110101,4378KGC,9991.jpg",4378KGC,4378KGC,[],1.0
"S1,CAM2,250210113316079,7732HBR,9991.jpg",7732HBR,7732HBR,[],1.0
"S1,CAM2,250210103220425,8457HCZ,9999.jpg",8457HCZ,8457HCZ,[],1.0
"S1,CAM2,250210112703613,7370GYF,9982.jpg",7370GYF,7370GYF,[],1.0
"S1,CAM2,250210110720988,1137KRZ,10000.jpg",1137KRZ,1137KRZ,[],1.0
"S1,CAM2,250210104833703,6165MNK,9968.jpg",6165MNK,6165MNK,[],1.0
"S1,CAM2,250210104151786,3099JZY,9962.jpg",3099JZY,3099JZY,[],1.0
"S1,CAM2,250210124448026,7073HJC,9997.jpg",7073HJC,7073HJC,[],1.0
"S1,CAM2,250210105721269,9585KTL,9979.jpg",9585KTL,9585KTL,[],1.0
"S1,CAM2,250210110704692,3479HSL,9868.jpg",3479HSL,3479HSL,[],1.0
"S1,CAM2,250210121529915,0805DRZ,9942.jpg",0805DRZ,0805DRZ,[],1.0
"S1,CAM2,250210103431982,9844GFB,9944.jpg",9844GFB,9844GFB,[],1.0
"S1,CAM2,250210120505651,5689BWJ,9977.jpg",5689BWJ,5689BWJ,[],1.0
"S1,CAM2,250210112145364,5935HGT,9941.jpg",5935HGT,5935HGT,[],1.0
"S1,CAM2,250210123149911,2829GXY,9999.jpg",2829GXY,2829GXY,[],1.0
"S1,CAM2,250210111500917,1116LMR,9996.jpg",1116LMR,1116LMR,[],1.0
"S1,CAM2,250210104616522,4660MGF,9931.jpg",4660MGF,4660MGF,[],1.0
"S1,CAM2,250210105753033,7721JXB,9918.jpg",7721JXB,7721JXB,[],1.0
"S1,CAM2,250210111002386,1583DGK,9929.jpg",1583DGK,1583DGK,[],1.0
"S1,CAM2,250210114816516,9770KXY,9998.jpg",9770KXY,9770KXY,[],1.0
"S1,CAM2,250210111734049,8038GSS,9990.jpg",8038GSS,8038GSS,[],1.0
"S1,CAM2,250210112455667,0805KYC,9912.jpg",0805KYC,0805KYC,[],1.0
"S1,CAM2,250210104741955,5099JPK,9962.jpg",5099JPK,5099JPK,[],1.0
"S1,CAM2,250210112608601,9397MCK,10000.jpg",9397MCK,9397MCK,[],1.0
"S1,CAM2,250210120738924,2540KLZ,9987.jpg",2540KLZ,2540KLZ,[],1.0
"S1,CAM2,250210121923559,5621JMR,9999.jpg",5621JMR,5621JMR,[],1.0
"S1,CAM2,250210111357358,9550JSZ,9699.jpg",9550JSZ,9550JSZ,[],1.0
"S1,CAM2,250210114716722,6258KGC,9993.jpg",6258KGC,6258KGC,[],1.0
"S1,CAM2,250210111255392,8353JRX,9997.jpg",8353JRX,8353JRX,[],1.0
"S1,CAM2,250210103148724,7586MVP,9996.jpg",7586MVP,7586MVP,[],1.0
"S1,CAM2,250210105742940,9508DTX,9944.jpg",9508DTX,9508DTX,[],1.0
"S1,CAM2,250210104408982,0102HBN,9980.jpg",0102HBN,0102HBN,[],1.0
"S1,CAM2,250210114456058,0927CNV,9994.jpg",0927CNV,0927CNV,[],1.0
"S1,CAM2,250210100102008,5460JJS,9590.jpg",5460JJS,5460JJS,[],1.0
"S1,CAM2,250210104214644,5733GTM,9981.jpg",5733GTM,5733GTM,[],1.0
"S1,CAM2,250210094301049,6394LZG,9997.jpg",6394LZG,6394LZG,[],1.0
"S1,CAM2,250210091449840,9962LLM,9999.jpg",9962LLM,9962LLM,[],1.0
"S1,CAM2,250210102139771,9958GVB,9941.jpg",9958GVB,9958GVB,[],1.0
"S1,CAM2,250210092524088,0831HTG,9970.jpg",0831HTG,0831HTG,[],1.0
"S1,CAM2,250210094127100,7147HSS,9995.jpg",7147HSS,7147HSS,[],1.0
"S1,CAM2,250210103137475,3660KBG,9943.jpg",3660KBG,3660KBG,[],1.0
"S1,CAM2,250210103547946,1492JYS,9947.jpg",1492JYS,1492JYS,[],1.0
"S1,CAM2,250210101851702,1517MJD,9921.jpg",1517MJD,1517MJD,[],1.0
"S1,CAM2,250210102359873,2757CYM,9995.jpg",2757CYM,2757CYM,[],1.0
"S1,CAM2,250210101005495,7907LDL,9888.jpg",7907LDL,7907LDL,[],1.0
"S1,CAM2,250210100928341,6848MTL,10000.jpg",6848MTL,6848MTL,[],1.0
"S1,CAM2,250210095224738,5295JBT,9917.jpg",5295JBT,5295JBT,[],1.0
"S1,CAM2,250210095829360,3133DRL,9955.jpg",3133DRL,3133DRL,[],1.0
"S1,CAM2,250210100940231,0867HRP,9926.jpg",0867HRP,0867HRP,[],1.0
"S1,CAM2,250210102419451,8637JYV,9999.jpg",8637JYV,8637JYV,[],1.0
"S1,CAM2,250210101441715,2031JRC,9989.jpg",2031JRC,2031JRC,[],1.0
"S1,CAM2,250210100139240,3390GTF,9962.jpg",3390GTF,3390GTF,[],1.0
"S1,CAM2,250210104449090,1803LSB,9981.jpg",1803LSB,1803LSB,[],1.0
"S1,CAM2,250210091746315,5435KMX,9949.jpg",5435KMX,5435KMX,[],1.0
"S1,CAM2,250210095605492,7116LZJ,9999.jpg",7116LZJ,7116LZJ,[],1.0
"S1,CAM2,250210100947730,9771HPL,9962.jpg",9771HPL,9771HPL,[],1.0
"S1,CAM2,250210094051321,2058DHD,9993.jpg",2058DHD,2058DHD,[],1.0
"S1,CAM2,250210100915904,0805DRZ,9935.jpg",0805DRZ,0805DRZ,[],1.0
"S1,CAM2,250210093936934,2698JVN,9994.jpg",2698JVN,2698JVN,[],1.0
"S1,CAM2,250210093700364,7377KTL,9996.jpg",7377KTL,7377KTL,[],1.0
"S1,CAM2,250210101821188,3174GMZ,9944.jpg",3174GMZ,3174GMZ,[],1.0
"S1,CAM2,250210093018167,1626GRZ,9645.jpg",1626GRZ,1626GRZ,[],1.0
"S1,CAM2,250210100238722,9120HXT,9950.jpg",9120HXT,9120HXT,[],1.0
"S1,CAM2,250210102558477,0166CPS,9978.jpg",0166CPS,0166CPS,[],1.0
"S1,CAM2,250210105423044,2058HNY,9998.jpg",2058HNY,2058HNY,[],1.0
"S1,CAM2,250210101703442,9235BNR,9992.jpg",9235BNR,9235BNR,[],1.0
"S1,CAM2,250210102307032,0896KKM,9971.jpg",0896KKM,0896KKM,[],1.0
"S1,CAM2,250210093533822,5220CXP,9949.jpg",5220CXP,5220CXP,[],1.0
"S1,CAM2,250210090906577,7824JGB,9945.jpg",7824JGB,7824JGB,[],1.0
"S1,CAM2,250210081301252,5475MKY,9984.jpg",5475MKY,5475MKY,[],1.0
"S1,CAM2,250210090222035,8677KDF,9999.jpg",8677KDF,8677KDF,[],1.0
"S1,CAM2,250210085215411,3249JHX,9990.jpg",3249JHX,3249JHX,[],1.0
"S1,CAM2,250210081037479,5075FRB,9862.jpg",5075FRB,5075FRB,[],1.0
"S1,CAM2,250210085944934,8770HSJ,9987.jpg",8770HSJ,8770HSJ,[],1.0
"S1,CAM2,250210091308814,8898JZN,9961.jpg",8898JZN,8898JZN,[],1.0
"S1,CAM2,250210084837094,0731JGX,9948.jpg",0731JGX,0731JGX,[],1.0
"S1,CAM2,250210082437075,6584HKH,9943.jpg",6584HKH,6584HKH,[],1.0
"S1,CAM2,250210091201943,8751DMX,9981.jpg",8751DMX,8751DMX,[],1.0
"S1,CAM2,250210084529682,9809HFV,9449.jpg",9809HFV,9809HFV,[],1.0
"S1,CAM2,250210091543431,6379KBG,9968.jpg",6379KBG,6379KBG,[],1.0
"S1,CAM2,250210083946606,8137KMM,9952.jpg",8137KMM,8137KMM,[],1.0
"S1,CAM2,250210090726238,7824JGB,9972.jpg",7824JGB,7824JGB,[],1.0
"S1,CAM2,250210090634897,1475JKJ,9988.jpg",1475JKJ,1475JKJ,[],1.0
"S1,CAM2,250210075819486,6240LLJ,9987.jpg",6240LLJ,6240LLJ,[],1.0
"S1,CAM2,250210080025636,8429LDK,9972.jpg",8429LDK,8429LDK,[],1.0
"S1,CAM2,250210080938216,1542LYC,9995.jpg",1542LYC,1542LYC,[],1.0
"S1,CAM2,250210083211739,6982LBY,9927.jpg",6982LBY,6982LBY,[],1.0
"S1,CAM2,250210095047618,8302HFZ,9998.jpg",8302HFZ,8302HFZ,[],1.0
"S1,CAM2,250210091626179,8693JHC,9982.jpg",8693JHC,8693JHC,[],1.0
"S1,CAM2,250210091638225,6590HSH,9778.jpg",6590HSH,6590HSH,[],1.0
"S1,CAM2,250210091250081,5767GXJ,9999.jpg",5767GXJ,5767GXJ,[],1.0
"S1,CAM2,250210085347187,2975MDF,9967.jpg",2975MDF,2975MDF,[],1.0
"S1,CAM2,250210085559352,4533LGL,9973.jpg",4533LGL,4533LGL,[],1.0
"S1,CAM2,250210075731863,2972KVL,9990.jpg",2972KVL,2972KVL,[],1.0
"S1,CAM2,250210080247081,0350KFV,9983.jpg",0350KFV,0350KFV,[],1.0
"S1,CAM2,250210090527198,8101HMB,9990.jpg",8101HMB,8101HMB,[],1.0
"S1,CAM2,250210090506699,2053LKZ,9930.jpg",2053LKZ,2053LKZ,[],1.0
"S1,CAM2,250210085249768,1782GZM,10000.jpg",1782GZM,1782GZM,[],1.0
"S1,CAM2,250210090620585,5017LKP,9991.jpg",5017LKP,5017LKP,[],1.0
"S1,CAM2,250210084922545,6662HTL,9948.jpg",6662HTL,6662HTL,[],1.0
"S1,CAM2,250210090236785,6968MLH,9999.jpg",6968MLH,6968MLH,[],1.0
"S1,CAM2,250210084635210,5839GXB,9993.jpg",5839GXB,5839GXB,[],1.0
"S1,CAM2,250210084557009,8485MSR,9978.jpg",8485MSR,8485MSR,[],1.0
"S1,CAM2,250210085639741,0228MSZ,9960.jpg",0228MSZ,0228MSZ,[],1.0
"S1,CAM2,250210090700662,8123KTG,9999.jpg",8123KTG,8123KTG,[],1.0
"S1,CAM2,250210075314986,3133DRL,9974.jpg",3133DRL,3133DRL,[],1.0
"S1,CAM2,250210063809315,3802GVZ,9910.jpg",3802GVZ,3802GVZ,[],1.0
"S1,CAM2,250210072412936,7983FPC,10000.jpg",7983FPC,7983FPC,[],1.0
"S1,CAM2,250210072224489,1165KGJ,9787.jpg",1165KGJ,1165KGJ,[],1.0
"S1,CAM2,250210074101462,6032GVH,9994.jpg",6032GVH,6032GVH,[],1.0
"S1,CAM2,250210065830939,8939KPM,9998.jpg",8939KPM,8939KPM,[],1.0
"S1,CAM2,250210073946825,3713MLT,9999.jpg",3713MLT,3713MLT,[],1.0
"S1,CAM2,250210064347047,5221DLM,9990.jpg",5221DLM,5221DLM,[],1.0
"S1,CAM2,250210062310690,1022LFJ,9995.jpg",1022LFJ,1022LFJ,[],1.0
"S1,CAM2,250210003447734,8485MSR,9977.jpg",8485MSR,8485MSR,[],1.0
"S1,CAM2,250210070505153,9036HGK,9995.jpg",9036HGK,9036HGK,[],1.0
"S1,CAM2,250210065754628,7324MFB,9981.jpg",7324MFB,7324MFB,[],1.0
"S1,CAM2,250210074426436,7209LKF,9997.jpg",7209LKF,7209LKF,[],1.0
"S1,CAM2,250210081804549,4688MVY,9999.jpg",4688MVY,4688MVY,[],1.0
"S1,CAM2,250210074146866,8751LKB,9927.jpg",8751LKB,8751LKB,[],1.0
"S1,CAM2,250210075558275,8054HLP,9986.jpg",8054HLP,8054HLP,[],1.0
"S1,CAM2,250210055705600,6968MLH,9920.jpg",6968MLH,6968MLH,[],1.0
"S1,CAM2,250210072400921,1337JTC,9985.jpg",1337JTC,1337JTC,[],1.0
"S1,CAM2,250210065429483,1786LBX,9924.jpg",1786LBX,1786LBX,[],1.0
"E1,CAM1,250210191420014,5546JBP,9979.jpg",5546JBP,5576JBP,['4->7'],0.8571428571428571
"E1,CAM1,250210182254129,6152KGJ,9985.jpg",6152KGJ,0152KGJ,['6->0'],0.8571428571428571
"E1,CAM1,250210184008887,8690CWJ,9997.jpg",8690CWJ,8690CWJ,[],1.0
"E1,CAM1,250210182032261,4914HZN,10000.jpg",4914HZN,4914HZN,[],1.0
"E1,CAM1,250210192732286,4948MXS,9889.jpg",4948MXS,4948MXG,['S->G'],0.8571428571428571
"E1,CAM1,250210191726239,9672FVW,9996.jpg",9672FVW,49672FVI,"['9->4', '6->9', '7->6', '2->7', 'F->2', 'V->F', 'W->V', '->I)']",0.8
"E1,CAM1,250210185620633,9752DCD,9989.jpg",9752DCD,9752DCD,[],1.0
"E1,CAM1,250210184345220,1937FPH,9968.jpg",1937FPH,1937FPH,[],1.0
"E1,CAM1,250210181544104,2308LNJ,9974.jpg",2308LNJ,LNJ2308,"['2->L', '3->N', '0->J', '8->2', 'L->3', 'N->0', 'J->8']",0.5714285714285714
"E1,CAM1,250210193410015,A8376X,9627.jpg",A8376X,4837GX,"['A->4', '6->G']",0.6666666666666666
"E1,CAM1,250210182015840,4038LPS,9978.jpg",4038LPS,1LO38LPS,"['4->1', '0->L', '3->O', '8->3', 'L->8', 'P->L', 'S->P', '->S)']",0.6666666666666666
"E1,CAM1,250210181410984,4840GJV,9996.jpg",4840GJV,4840GJV,[],1.0
"E1,CAM1,250210185546185,8483JHH,9754.jpg",8483JHH,8483JHB,['H->B'],0.8571428571428571
"E1,CAM1,250210182857782,4378KGC,9999.jpg",4378KGC,4378KGC,[],1.0
"E1,CAM1,250210184522074,7209LKF,9997.jpg",7209LKF,7209LKF,[],1.0
"E1,CAM1,250210193045213,2134GXN,9999.jpg",2134GXN,2134GXN,[],1.0
"E1,CAM1,250210193639492,9251FJS,9975.jpg",9251FJS,9251FUS,['J->U'],0.8571428571428571
"E1,CAM1,250210181529386,5369LXW,9999.jpg",5369LXW,5369LXI,['W->I'],0.8571428571428571
"E1,CAM1,250210191930217,3802GVZ,9976.jpg",3802GVZ,8802GVZ,['3->8'],0.8571428571428571
"E1,CAM1,250210154528934,3713MLT,9938.jpg",3713MLT,3713MLT,[],1.0
"E1,CAM1,250210155234521,5429HWM,9987.jpg",5429HWM,5429HHM,['W->H'],0.8571428571428571
"E1,CAM1,250210193616446,0692KRV,9996.jpg",0692KRV,0692KRV,[],1.0
"E1,CAM1,250210181924436,A4766K,9647.jpg",A4766K,L476GK,"['A->L', '6->G']",0.6666666666666666
"E1,CAM1,250210165741333,7925HJL,9705.jpg",7925HJL,7925IJL,['H->I'],0.8571428571428571
"E1,CAM1,250210185240739,---,0.jpg",---,42UX,"['-->4', '-->2', '-->U', '->X)']",0.0
"E1,CAM1,250210144753771,8105CKY,9809.jpg",8105CKY,8109CKY,['5->9'],0.8571428571428571
"E1,CAM1,250210154345565,3008GYN,9634.jpg",3008GYN,3008GYN,[],1.0
"E1,CAM1,250210184059931,9669JYW,9986.jpg",9669JYW,9669JY4,['W->4'],0.8571428571428571
"E1,CAM1,250210164635805,6135FFW,9999.jpg",6135FFW,6135FF,['W-> '],0.9230769230769231
"E1,CAM1,250210165438921,5400KGB,9593.jpg",5400KGB,0000ZKG,"['5->0', '4->0', 'K->Z', 'G->K', 'B->G']",0.5714285714285714
"E1,CAM1,250210164959876,7310DGZ,9794.jpg",7310DGZ,7310D62,"['G->6', 'Z->2']",0.7142857142857143
"E1,CAM1,250210180131211,9828LPT,9986.jpg",9828LPT,9828LPT,[],1.0
"E1,CAM1,250210162412391,9582JDN,9993.jpg",9582JDN,9582JDM,['N->M'],0.8571428571428571
"E1,CAM1,250210173633258,0350KFV,9877.jpg",0350KFV,0350KFV,[],1.0
"E1,CAM1,250210165136665,SE1737DV,9986.jpg",SE1737DV,E1737DJ,"['S->E', 'E->1', '1->7', '7->3', '3->7', '7->D', 'D->J', 'V-> ']",0.8
"E1,CAM1,250210191715400,6903CKW,9523.jpg",6903CKW,6903CKI,['W->I'],0.8571428571428571
"E1,CAM1,250210153732428,6584HKH,9699.jpg",6584HKH,6584HKH,[],1.0
"E1,CAM1,250210173023184,7309HMX,9991.jpg",7309HMX,7309HMX,[],1.0
"E1,CAM1,250210161227490,1160KDS,9952.jpg",1160KDS,1160KDS,[],1.0
"E1,CAM1,250210165846470,4671MWC,9996.jpg",4671MWC,4671MWC,[],1.0
"E1,CAM1,250210153646352,2917SBP,9755.jpg",2917SBP,2917GBP,['S->G'],0.8571428571428571
"E1,CAM1,250210162625087,6088HZW,9995.jpg",6088HZW,6088HZE,['W->E'],0.8571428571428571
"E1,CAM1,250210155537777,5295JBT,9983.jpg",5295JBT,55295JBI,"['2->5', '9->2', '5->9', 'J->5', 'B->J', 'T->B', '->I)']",0.8
"E1,CAM1,250210172610306,1958BCL,9912.jpg",1958BCL,1958BCL,[],1.0
"E1,CAM1,250210173822987,3479HSL,9752.jpg",3479HSL,3479HSI,['L->I'],0.8571428571428571
"E1,CAM1,250210180033511,5446LFC,9959.jpg",5446LFC,5246LFC,['4->2'],0.8571428571428571
"E1,CAM1,250210165223084,4590LCS,9986.jpg",4590LCS,4590LCD,['S->D'],0.8571428571428571
"E1,CAM1,250210172316487,5871DFG,9997.jpg",5871DFG,5871DFG,[],1.0
"E1,CAM1,250210160426859,4289KDP,9999.jpg",4289KDP,4289KDP,[],1.0
"E1,CAM1,250210150158039,4385BXR,9645.jpg",4385BXR,4885BXR,['3->8'],0.8571428571428571
"E1,CAM1,250210122533899,3849HTH,9932.jpg",3849HTH,3829HEH,"['4->2', 'T->E']",0.7142857142857143
"E1,CAM1,250210160521778,8958MFZ,9998.jpg",8958MFZ,8958MFZ,[],1.0
"E1,CAM1,250210150102964,2983FWS,9940.jpg",2983FWS,2983FT79,"['W->T', 'S->7', '->9)']",0.6666666666666666
"E1,CAM1,250210140939719,0477BYD,9996.jpg",0477BYD,0047ZBY,"['4->0', '7->4', 'B->Z', 'Y->B', 'D->Y']",0.7142857142857143
"E1,CAM1,250210131839019,1508FBY,9937.jpg",1508FBY,1508FBY,[],1.0
"E1,CAM1,250210122343514,A2130Y,9636.jpg",A2130Y,4213DY,"['A->4', '0->D']",0.6666666666666666
"E1,CAM1,250210123823703,9051KKD,9998.jpg",9051KKD,0905KKD,"['9->0', '0->9', '5->0', '1->5']",0.8571428571428571
"E1,CAM1,250210142921407,5221DLM,9962.jpg",5221DLM,52211LM,['D->1'],0.8571428571428571
"E1,CAM1,250210122518853,7523BSP,9926.jpg",7523BSP,5523BSP,['7->5'],0.8571428571428571
"E1,CAM1,250210165300879,3200FJW,9993.jpg",3200FJW,FJW3200,"['3->F', '2->J', '0->W', '0->3', 'F->2', 'J->0', 'W->0']",0.5714285714285714
